0	1224	26
1	1881	51
2	2125	37
3	1525	50
4	147	0
5	3420	13
6	1970	58
7	24	37
8	329	22
9	1565	20
10	1529	54
11	218	29
12	480	16
13	6	25
14	3278	34
15	287	31
16	149	0
17	1899	30
18	1744	47
19	177	28
20	2562	0
21	483	37
22	552	0
23	212	29
24	1067	23
25	1835	0
26	1035	23
27	1532	47
28	181	37
29	3067	0
30	1719	21
31	1120	70
32	2095	37
33	802	54
34	1174	30
35	100	47
36	187	41
37	142	54
38	45	8
39	8	25
40	188	0
41	1537	58
42	2539	37
43	655	58
44	1913	55
45	220	28
46	194	26
47	330	40
48	1060	0
49	693	0
50	540	0
51	535	36
52	61	36
53	19	33
54	1849	0
55	1596	45
56	844	0
57	1116	0
58	1540	0
59	1677	0
60	1315	48
61	1667	0
62	3301	37
63	2032	0
64	2312	50
65	3149	31
66	202	32
67	3389	62
68	1121	51
69	405	0
70	448	0
71	1777	20
72	980	50
73	959	48
74	699	38
75	1934	0
76	212	0
77	1894	34
78	391	25
79	1022	0
80	2693	0
81	248	57
82	1940	37
83	1877	0
84	22	29
85	8	33
86	1949	17
87	29	27
88	2354	29
89	2782	44
90	781	23
91	125	29
92	1432	33
93	774	28
94	3050	28
95	64	0
96	398	45
97	2030	40
98	3043	0
99	1441	0
100	104	38
101	1518	15
102	851	0
103	2276	32
104	3415	0
105	1963	0
106	243	49
107	278	36
108	1560	0
109	444	49
110	2510	55
111	6	34
112	1959	0
113	3265	56
114	3359	49
115	152	25
116	1988	41
117	84	0
118	231	30
119	232	56
120	125	27
121	130	37
122	233	45
123	1327	48
124	2348	0
125	268	0
126	3315	40
127	1864	41
128	2134	34
129	443	0
130	1013	0
131	236	46
132	2584	0
133	1954	32
134	45	57
135	1568	0
136	2585	36
137	23	0
138	1751	41
139	317	28
140	200	0
141	218	25
142	218	36
143	663	30
144	1622	24
145	1010	0
146	476	0
147	1183	20
148	3445	57
149	1370	18
150	8	40
151	224	35
152	11	0
153	218	26
154	412	0
155	877	29
156	3138	0
157	249	0
158	54	2
159	1365	25
160	1811	0
161	1208	51
162	0	0
163	1183	0
164	982	0
165	2081	0
166	1424	0
167	220	45
168	76	31
169	589	35
170	994	47
171	1595	29
172	984	22
173	1696	0
174	218	26
175	2021	0
176	2854	0
177	1777	28
178	1153	69
179	1577	45
180	1596	0
181	60	24
182	268	0
183	673	50
184	1578	35
185	636	44
186	423	31
187	2226	0
188	609	25
189	104	27
190	395	0
191	766	27
192	851	15
193	1982	25
194	1867	39
195	785	28
196	1983	0
197	2355	48
198	115	0
199	1233	32
200	1410	34
201	1582	17
202	138	36
203	1194	26
204	3260	58
205	793	24
206	1985	44
207	2626	53
208	2526	25
209	273	0
210	76	48
211	1557	25
212	3018	32
213	3190	39
214	201	32
215	2606	38
216	3131	0
217	509	0
218	68	0
219	72	24
220	1939	0
221	212	0
222	72	23
223	6	37
224	2006	32
225	270	50
226	97	0
227	1451	0
228	98	35
229	525	38
230	45	46
231	54	0
232	8	29
233	1589	34
234	113	0
235	123	0
236	3141	23
237	2983	34
238	1997	0
239	127	40
240	128	0
241	1526	29
242	626	0
243	143	59
244	628	36
245	24	23
246	638	0
247	152	20
248	111	39
249	155	23
250	107	0
251	1194	42
252	156	26
253	610	31
254	100	26
255	424	38
256	169	29
257	54	63
258	1789	0
259	171	16
260	626	0
261	2007	53
262	2008	47
263	283	23
264	3104	53
265	1686	31
266	908	0
267	2731	37
268	192	34
269	201	23
270	2215	0
271	76	25
272	54	0
273	206	21
274	1229	3
275	210	36
276	566	0
277	540	24
278	1277	28
279	1676	0
280	601	42
281	697	47
282	147	0
283	226	33
284	1046	0
285	2794	32
286	98	31
287	709	50
288	1597	40
289	1598	59
290	147	47
291	250	22
292	557	0
293	1410	31
294	152	0
295	258	25
296	259	38
297	3223	38
298	262	22
299	22	38
300	22	45
301	1410	46
302	69	0
303	8	59
304	556	0
305	1599	0
306	125	0
307	485	0
308	1603	0
309	1208	24
310	2034	36
311	227	33
312	1605	0
313	1489	19
314	1160	24
315	1606	20
316	2011	52
317	278	23
318	302	0
319	100	36
320	679	33
321	997	49
322	76	57
323	1590	0
324	1761	31
325	1611	55
326	78	61
327	247	28
328	60	20
329	2570	0
330	3211	0
331	869	25
332	1495	0
333	2042	15
334	1341	54
335	2480	44
336	658	33
337	1279	32
338	1777	27
339	1194	56
340	133	25
341	372	0
342	72	26
343	290	0
344	2878	43
345	1614	0
346	364	30
347	1666	0
348	575	0
349	1617	55
350	152	0
351	2077	29
352	1618	38
353	161	32
354	2045	30
355	382	22
356	152	0
357	3028	32
358	388	36
359	345	35
360	2053	36
361	106	17
362	2365	0
363	2057	44
364	100	0
365	407	0
366	408	34
367	76	35
368	411	31
369	412	27
370	483	24
371	3168	28
372	1629	0
373	2472	30
374	659	27
375	1039	0
376	19	41
377	353	0
378	6	0
379	419	28
380	2063	77
381	349	0
382	147	36
383	2119	0
384	429	0
385	2064	19
386	125	46
387	2349	34
388	438	30
389	853	25
390	452	46
391	456	30
392	569	0
393	1405	41
394	2065	27
395	461	23
396	27	0
397	365	53
398	465	34
399	2924	83
400	2594	0
401	471	23
402	86	44
403	1252	30
404	1640	52
405	2052	17
406	2002	48
407	1453	29
408	2556	31
409	123	0
410	445	0
411	125	45
412	2786	41
413	102	0
414	587	52
415	1642	27
416	3096	25
417	323	0
418	1083	0
419	1645	37
420	1639	26
421	152	45
422	889	22
423	2861	0
424	2806	17
425	11	39
426	601	0
427	1580	43
428	212	76
429	1619	34
430	936	0
431	16	0
432	1298	32
433	541	42
434	2082	0
435	125	50
436	544	34
437	218	0
438	391	33
439	552	0
440	218	32
441	2832	31
442	2086	34
443	883	30
444	2472	0
445	1334	26
446	559	25
447	1651	46
448	147	0
449	3291	35
450	1405	23
451	131	0
452	503	61
453	636	34
454	985	24
455	556	0
456	54	34
457	258	42
458	123	33
459	1968	23
460	54	26
461	2096	0
462	1367	0
463	3356	31
464	596	52
465	2099	30
466	610	29
467	607	60
468	608	20
469	612	29
470	409	61
471	351	41
472	614	25
473	615	30
474	729	27
475	54	29
476	395	0
477	1070	17
478	63	31
479	1052	0
480	2119	0
481	474	27
482	2933	30
483	2787	45
484	1337	25
485	1067	24
486	78	31
487	987	47
488	642	68
489	601	25
490	56	36
491	1170	27
492	2388	0
493	3165	23
494	9	28
495	391	40
496	2108	34
497	3434	47
498	3434	0
499	287	0
500	1665	37
501	143	36
502	1310	28
503	3275	47
504	416	0
505	275	0
506	674	18
507	417	39
508	831	42
509	1269	20
510	278	30
511	54	23
512	1743	57
513	3	28
514	263	23
515	425	39
516	912	30
517	691	46
518	610	30
519	278	44
520	1519	41
521	476	40
522	2788	33
523	1022	30
524	147	25
525	3	30
526	263	29
527	711	0
528	2116	34
529	2788	0
530	1674	42
531	1019	34
532	556	33
533	1067	42
534	1647	24
535	1153	0
536	24	29
537	726	48
538	2120	0
539	1214	40
540	73	0
541	2198	52
542	1331	49
543	742	27
544	1759	41
545	3243	40
546	1702	50
547	2604	0
548	180	39
549	581	0
550	3097	27
551	152	31
552	126	0
553	1091	44
554	1620	29
555	442	25
556	147	33
557	3439	36
558	767	0
559	2048	30
560	1930	0
561	1677	0
562	2730	33
563	634	29
564	2793	0
565	776	46
566	108	38
567	24	37
568	784	33
569	2454	17
570	1534	0
571	2138	136
572	2139	18
573	76	0
574	147	0
575	1690	81
576	2962	37
577	24	0
578	278	32
579	2783	24
580	62	0
581	100	23
582	3111	55
583	1328	0
584	804	32
585	476	18
586	1786	45
587	2151	49
588	1631	58
589	2955	32
590	2154	0
591	2155	37
592	817	30
593	1654	0
594	2156	54
595	20	18
596	3072	35
597	1697	0
598	2157	40
599	1414	34
600	458	0
601	60	47
602	1133	49
603	675	63
604	2159	33
605	1941	35
606	76	26
607	308	0
608	2161	41
609	793	18
610	2163	39
611	3035	66
612	2166	0
613	609	26
614	831	30
615	481	25
616	568	31
617	699	30
618	23	45
619	247	25
620	843	26
621	2172	0
622	1867	0
623	1705	0
624	2079	38
625	44	54
626	1600	29
627	1757	42
628	586	34
629	114	48
630	1971	56
631	152	0
632	462	22
633	2275	39
634	297	32
635	2177	34
636	1481	0
637	3138	34
638	2731	33
639	2180	26
640	865	26
641	2227	0
642	1022	35
643	687	30
644	621	31
645	123	66
646	50	29
647	2183	0
648	2184	21
649	2185	0
650	1774	75
651	2186	49
652	885	0
653	887	20
654	509	0
655	891	60
656	1648	52
657	15	53
658	1739	28
659	152	0
660	184	0
661	1075	0
662	54	32
663	19	30
664	899	29
665	142	31
666	1224	31
667	1287	31
668	84	26
669	263	0
670	999	0
671	40	56
672	72	0
673	3144	37
674	904	25
675	1148	41
676	54	32
677	2488	36
678	1723	0
679	609	0
680	412	30
681	1728	82
682	1659	0
683	203	24
684	1493	28
685	917	22
686	85	0
687	553	0
688	942	40
689	1584	57
690	828	45
691	101	51
692	1912	0
693	1033	30
694	198	0
695	2959	45
696	3302	50
697	137	18
698	45	0
699	520	25
700	915	20
701	2083	0
702	78	57
703	290	0
704	1717	58
705	2299	47
706	2195	0
707	330	42
708	616	0
709	125	0
710	1968	23
711	989	0
712	3154	0
713	123	28
714	3	44
715	318	24
716	680	0
717	958	0
718	60	0
719	1803	24
720	1920	28
721	963	0
722	3288	0
723	74	62
724	3158	0
725	54	61
726	325	26
727	3146	56
728	84	48
729	1745	39
730	973	38
731	3241	59
732	212	0
733	1746	0
734	1974	26
735	1974	26
736	440	0
737	977	32
738	1071	42
739	1796	0
740	218	0
741	2312	26
742	76	42
743	2730	37
744	3183	36
745	218	22
746	2040	29
747	397	35
748	3196	45
749	553	45
750	2823	22
751	1100	0
752	992	29
753	2066	50
754	1748	41
755	439	0
756	729	41
757	2653	32
758	1000	30
759	439	21
760	2199	39
761	889	46
762	2005	28
763	942	0
764	1008	28
765	1005	35
766	59	34
767	247	0
768	313	63
769	1011	31
770	683	0
771	84	0
772	1013	62
773	2820	45
774	45	0
775	2840	60
776	1018	22
777	278	53
778	662	0
779	19	0
780	23	0
781	147	31
782	1028	54
783	1696	35
784	137	0
785	2693	45
786	998	0
787	688	22
788	152	39
789	45	56
790	2879	34
791	1040	0
792	1515	22
793	1052	33
794	2167	33
795	847	0
796	28	45
797	2612	0
798	545	40
799	2847	39
800	2218	47
801	613	52
802	2219	0
803	212	38
804	1472	0
805	366	34
806	1379	22
807	152	43
808	307	51
809	242	61
810	190	25
811	1113	31
812	338	0
813	2046	80
814	152	0
815	366	0
816	185	0
817	2319	0
818	1671	1
819	2140	41
820	1944	54
821	1696	0
822	842	0
823	804	0
824	1073	0
825	2097	55
826	606	28
827	606	8
828	2191	0
829	251	23
830	2231	52
831	3	32
832	298	30
833	2232	27
834	412	30
835	800	19
836	561	26
837	778	43
838	1084	0
839	1406	0
840	360	35
841	2726	36
842	2468	35
843	854	35
844	2178	33
845	2994	1
846	244	0
847	413	37
848	287	0
849	1406	0
850	1093	30
851	1094	28
852	170	40
853	25	0
854	1097	23
855	679	0
856	3	50
857	24	26
858	1102	0
859	190	49
860	431	34
861	123	53
862	1925	60
863	2240	72
864	521	0
865	424	26
866	4	62
867	1776	45
868	2442	0
869	2496	53
870	51	54
871	966	26
872	260	23
873	3261	36
874	147	0
875	1348	0
876	244	49
877	3099	53
878	2580	35
879	2477	57
880	297	25
881	1824	70
882	1024	46
883	1124	22
884	924	39
885	100	43
886	152	56
887	2200	69
888	2884	49
889	580	43
890	514	37
891	612	21
892	949	32
893	599	74
894	212	0
895	3311	0
896	831	0
897	1752	0
898	3391	0
899	2303	52
900	3003	35
901	84	0
902	60	21
903	531	41
904	999	0
905	104	0
906	133	101
907	1149	23
908	1151	0
909	3369	65
910	273	0
911	2251	56
912	1163	27
913	2609	0
914	147	0
915	1751	46
916	1155	39
917	268	0
918	190	34
919	76	0
920	343	26
921	597	35
922	2457	0
923	54	29
924	76	26
925	495	28
926	189	60
927	278	25
928	1196	39
929	2258	80
930	1050	56
931	2370	32
932	213	0
933	101	28
934	1227	0
935	2260	21
936	2389	33
937	610	23
938	610	44
939	1375	0
940	282	31
941	1208	34
942	1032	26
943	833	47
944	506	0
945	1429	29
946	489	29
947	1528	57
948	1211	28
949	2264	43
950	601	25
951	2266	44
952	1215	36
953	855	36
954	2268	0
955	1216	48
956	609	23
957	290	55
958	29	28
959	1383	62
960	1467	49
961	615	47
962	1804	21
963	1222	0
964	1808	25
965	2284	0
966	1208	30
967	15	24
968	2567	0
969	244	30
970	418	0
971	2508	31
972	1813	0
973	1813	0
974	520	21
975	582	0
976	100	19
977	610	0
978	88	0
979	1022	32
980	3103	9
981	338	28
982	1241	17
983	1815	30
984	889	0
985	1243	2
986	263	34
987	1818	20
988	1244	0
989	1409	0
990	2506	36
991	622	21
992	623	20
993	851	0
994	589	29
995	3054	37
996	318	31
997	2470	30
998	212	239
999	1457	27
1000	142	24
1001	1821	35
1002	581	35
1003	2951	34
1004	147	0
1005	2976	41
1006	76	25
1007	338	31
1008	2288	0
1009	1257	26
1010	54	45
1011	1080	65
