0	1799	1554	0	21
1	1577	166	6	61
2	9445	341	9	29
3	224	45	1	105
4	1289	37	6	4
5	161	167	0	21
6	640	406	10	29
7	396	406	15	29
8	2729	104	11	31
9	2747	1085	12	47
10	3483	518	12	496
11	1173	1085	15	33
12	3473	931	12	116
13	0	0	0	0
14	1261	99	3	7
15	69	80	6	47
16	8136	178	0	21
17	4166	1820	18	28
18	3396	99	10	47
19	9402	740	18	144
20	9359	2777	18	29
21	9462	1956	5	32
22	9332	740	18	29
23	9401	2579	10	241
24	9382	2561	5	32
25	9469	769	1	32
26	5368	1982	6	32
27	9460	1956	6	229
28	9259	2445	3	32
29	5316	3589	0	32
30	8207	1692	4	29
31	10378	1680	6	29
32	5062	271	24	130
33	9403	786	1	145
34	10593	3608	1	145
35	9250	2439	9	171
36	1406	413	11	21
37	3091	1224	11	18
38	4920	37	3	32
39	114	132	12	85
40	0	0	0	0
41	9443	3793	4	33
42	9257	322	9	146
43	9418	250	4	33
44	1925	1645	11	442
45	3812	2812	10	17
46	9857	2812	15	17
47	1706	1482	6	17
48	9245	2229	13	33
49	4396	821	0	33
50	10147	1219	9	379
51	1162	1073	6	182
52	9379	2551	27	64
53	7313	1688	9	209
54	9374	615	15	64
55	9365	2549	15	64
56	3186	2461	12	209
57	9373	3443	15	64
58	9369	2550	15	64
59	9368	2578	15	64
60	9438	812	3	65
61	10880	1160	2	146
62	9400	1140	7	320
63	1911	1019	13	46
64	7396	261	0	45
65	655	654	0	127
66	0	0	0	0
67	6989	1645	0	359
68	9376	3533	24	64
69	9366	2066	2	64
70	9269	288	18	146
71	6678	3100	10	136
72	9364	2548	2	64
73	9378	2806	2	64
74	9363	2508	2	64
75	6412	3102	1	107
76	986	94	0	59
77	1096	1013	0	21
78	9375	2552	5	64
79	10534	2147	11	315
80	2713	2207	2	39
81	9370	2424	10	64
82	6328	49	5	33
83	3940	163	11	106
84	11675	2148	52	80
85	452	89	5	61
86	0	0	0	0
87	5979	3891	5	64
88	9372	2625	5	64
89	0	0	0	0
90	9367	1525	5	64
91	0	0	0	0
92	0	0	0	0
93	9313	2494	15	130
94	6078	413	15	50
95	10536	1995	11	102
96	9449	2600	2	62
97	9310	2402	26	116
98	9532	3216	24	116
99	9472	2616	6	62
100	2658	660	18	116
101	10542	80	24	23
102	0	0	0	0
103	11677	2409	11	601
104	8555	2607	15	137
105	0	0	0	0
106	9483	2621	12	136
107	0	0	0	0
108	3904	2672	10	46
109	9484	2621	9	136
110	9482	700	9	137
111	8852	1023	9	116
112	4480	1670	10	75
113	0	0	0	0
114	5049	3447	18	171
115	6645	1063	1	33
116	9253	394	0	33
117	9260	42	11	33
118	9275	2454	3	163
119	9326	3377	9	542
120	6099	3959	15	63
121	6841	1020	18	188
122	6845	1020	23	188
123	9429	1337	1	63
124	9432	2268	1	63
125	1913	1635	3	513
126	3378	2565	0	21
127	1858	251	11	4
128	1520	284	26	12
129	1867	37	1	4
130	9327	1173	19	453
131	6541	2043	12	34
132	0	0	0	0
133	9468	742	3	34
134	10248	2283	3	54
135	5123	740	1	34
136	9428	1014	3	295
137	9464	2389	5	207
138	2990	2057	4	43
139	5998	785	5	188
140	9344	1020	18	188
141	2778	3638	11	692
142	7011	205	52	37
143	2746	818	13	115
144	5053	3455	25	182
145	3393	712	24	33
146	595	598	19	34
147	1483	89	8	61
148	153	45	11	12
149	3677	3555	12	435
150	5374	2499	9	267
151	11397	569	6	283
152	11670	1322	11	39
153	2922	2089	4	267
154	2751	1536	3	500
155	2548	1162	15	455
156	11348	2542	5	4
157	11623	3670	28	271
158	2218	1331	10	159
159	7782	916	11	128
160	11325	3414	3	54
161	6017	207	15	699
162	9301	1292	26	309
163	284	294	0	57
164	2423	128	15	21
165	490	92	11	105
166	8849	2135	1	18
167	2143	3871	10	33
168	9456	267	5	75
169	279	290	4	132
170	239	241	10	86
171	11274	1687	11	86
172	2297	1224	1	493
173	6201	823	24	33
174	6198	823	24	33
175	9290	1053	1	223
176	1811	1566	10	62
177	9437	2605	1	267
178	9417	1151	1	267
179	9423	2605	1	267
180	3676	182	5	75
181	46	2	10	41
182	3932	1038	18	21
183	12	19	8	20
184	2868	1515	3	480
185	9309	2490	5	577
186	9292	2470	15	573
187	9280	2459	3	411
188	3679	1196	6	2
189	6369	1594	2	33
190	5612	461	5	4
191	2517	1755	11	514
192	8852	1023	12	339
193	2454	187	32	505
194	1940	976	15	18
195	5634	976	15	18
196	9634	1219	9	379
197	3618	3520	10	107
198	6119	854	2	19
199	773	418	26	54
200	2682	213	11	182
201	2058	1224	3	18
202	9354	4195	1	103
203	5874	1365	3	658
204	0	0	0	0
205	9567	1456	0	28
206	6736	1381	18	43
207	5879	570	3	152
208	9559	2360	8	152
209	9568	2659	7	21
210	5881	314	10	90
211	5891	160	41	28
212	3750	3746	8	109
213	9570	1470	5	28
214	9558	2541	12	28
215	5892	160	9	28
216	5893	2134	4	28
217	267	267	12	110
218	9544	1775	1	28
219	9551	3220	1	28
220	9548	3220	0	28
221	9550	3220	11	28
222	9555	3892	11	28
223	1729	650	6	4
224	2940	410	10	289
