0	314
1	450
2	0
3	33
4	373
5	309
6	422
7	20
8	33
9	0
10	325
11	394
12	134
13	421
14	27
15	32
16	373
17	373
18	0
19	33
20	33
21	68
22	0
23	373
24	0
25	314
26	33
27	13
28	258
29	79
30	0
31	0
32	394
33	309
34	441
35	0
36	33
37	0
38	11
39	0
40	0
41	0
42	20
43	423
44	0
45	20
46	33
47	0
48	204
49	162
50	137
51	0
52	150
53	33
54	373
55	33
56	0
57	416
58	33
59	0
60	314
61	33
62	359
63	33
64	150
65	27
66	86
67	33
68	11
69	0
70	373
71	162
72	33
73	33
74	68
75	309
76	33
77	373
78	0
79	32
80	64
81	373
82	326
83	33
84	373
85	13
86	373
87	309
88	373
89	79
90	105
91	33
92	0
93	34
94	395
95	11
96	11
97	33
98	13
99	33
100	373
101	26
102	33
103	79
104	68
105	214
106	16
107	373
108	341
109	318
110	373
111	12
112	401
113	33
114	373
115	0
116	79
117	0
118	30
119	33
120	363
121	309
122	309
123	373
124	13
125	13
126	0
127	0
128	0
129	421
130	236
131	271
132	441
133	9
134	11
135	33
136	434
137	143
138	34
139	0
140	373
141	137
142	33
143	136
144	373
145	11
146	421
147	296
148	422
149	422
150	0
151	33
152	11
153	143
154	373
155	208
156	13
157	373
158	348
159	0
160	13
161	13
162	16
163	0
164	33
165	0
166	0
167	367
168	33
169	412
170	314
171	373
172	137
173	105
174	441
175	294
176	373
177	105
178	314
179	33
180	12
181	33
182	33
183	0
184	292
185	0
186	137
187	0
188	314
189	59
190	105
191	162
192	107
193	33
194	373
195	33
196	33
197	39
198	11
199	33
200	0
201	0
202	351
203	309
204	0
205	68
206	33
207	447
208	0
209	8
210	136
211	213
212	309
213	0
214	137
215	33
216	373
217	0
218	0
219	33
220	33
221	0
222	150
223	421
224	33
225	33
226	32
227	162
228	33
229	80
230	314
231	450
232	13
233	373
234	33
235	33
236	11
237	59
238	143
239	13
240	34
241	33
242	0
243	0
244	0
245	33
246	436
247	68
248	0
249	373
250	33
251	33
252	11
253	373
254	70
255	0
256	0
257	289
258	33
259	248
260	33
261	0
262	0
263	0
264	0
265	367
266	27
267	29
268	13
269	175
270	33
271	33
272	33
273	31
274	373
275	13
276	0
277	33
278	33
279	13
280	27
281	26
282	373
283	0
284	373
285	33
286	0
287	105
288	33
289	33
290	0
291	162
292	0
293	0
294	373
295	0
296	0
297	441
298	33
299	33
300	33
301	0
302	33
303	373
304	373
305	33
306	286
307	68
308	416
309	0
310	13
311	33
312	373
313	0
314	252
315	373
316	11
317	53
318	33
319	0
320	395
321	0
322	11
323	0
324	80
325	26
326	33
327	82
328	13
329	367
330	421
331	33
332	13
333	327
334	373
335	309
336	163
337	294
338	373
339	373
340	162
341	33
342	309
343	0
344	33
345	33
346	441
347	26
348	373
349	414
350	11
351	421
352	33
353	33
354	450
355	33
356	26
357	394
358	0
359	0
360	373
361	33
362	325
363	0
364	394
365	162
366	33
367	0
368	0
369	0
370	13
371	359
372	0
373	33
374	33
375	13
376	55
377	292
378	0
379	0
380	421
381	20
382	373
383	13
384	421
385	415
386	26
387	13
388	33
389	208
390	373
391	399
392	373
393	417
394	33
395	162
396	26
397	214
398	33
399	13
400	0
401	13
402	82
403	13
404	32
405	0
406	162
407	421
408	136
409	33
410	0
411	33
412	373
413	0
414	0
415	0
416	43
417	162
418	341
419	162
420	0
421	0
422	373
423	33
424	234
425	32
426	0
427	441
428	373
429	33
430	13
431	0
432	213
433	33
434	85
435	33
436	373
437	33
438	314
439	447
440	394
441	314
442	0
443	373
444	0
445	314
446	373
447	81
448	373
449	373
450	373
451	373
452	33
453	0
454	0
455	61
456	33
457	431
458	0
459	0
460	13
461	314
462	373
463	314
464	33
465	13
466	162
467	351
468	33
469	0
470	417
471	0
472	33
473	53
474	233
475	11
476	201
477	68
478	164
479	27
480	330
481	137
482	79
483	373
484	421
485	33
486	33
487	309
488	33
489	53
490	34
491	0
492	13
493	373
494	33
495	373
496	33
497	0
498	0
499	0
500	33
501	314
502	423
503	441
504	0
505	33
506	373
507	33
508	162
509	0
510	32
511	33
512	162
513	82
514	134
515	139
516	32
517	0
518	0
519	13
520	33
521	373
522	373
523	0
524	33
525	0
526	162
527	0
528	158
529	33
530	33
531	11
532	127
533	414
534	33
535	33
536	0
537	11
538	395
539	33
540	421
541	68
542	0
543	248
544	162
545	314
546	33
547	33
548	0
549	79
550	0
551	414
552	395
553	421
554	33
555	75
556	434
557	0
558	32
559	13
560	20
561	33
562	373
563	25
564	0
565	33
566	158
567	33
568	373
569	373
570	0
571	278
572	33
573	373
574	0
575	414
576	373
577	373
578	292
579	82
580	415
581	79
582	317
583	13
584	33
585	441
586	0
587	162
588	33
589	312
590	33
591	373
592	248
593	441
594	33
595	394
596	373
597	11
598	373
599	373
600	369
601	11
602	373
603	373
604	373
605	373
606	11
607	0
608	450
609	11
610	33
611	314
612	136
613	136
614	13
615	13
616	8
617	80
618	13
619	104
620	33
621	0
622	33
623	33
624	13
625	341
626	11
627	373
628	373
629	373
630	33
631	20
632	242
633	33
634	33
635	349
636	144
637	33
638	158
639	373
640	373
641	143
642	223
643	0
644	421
645	0
646	414
647	314
648	373
649	309
650	0
651	436
652	280
653	33
654	33
655	0
656	33
657	0
658	0
659	420
660	0
661	314
662	33
663	138
664	136
665	33
666	314
667	105
668	373
669	33
670	0
671	34
672	32
673	248
674	0
675	373
676	33
677	450
678	33
679	33
680	0
681	61
682	81
683	421
684	0
685	13
686	34
687	157
688	314
689	309
690	33
691	232
692	0
693	136
694	421
695	373
696	314
697	373
698	58
699	373
700	0
701	394
702	33
703	309
704	0
705	33
706	32
707	33
708	434
709	33
710	309
711	26
712	20
713	33
714	427
715	0
716	33
717	33
718	33
719	309
720	0
721	152
722	162
723	325
724	421
725	33
726	0
727	0
728	273
729	110
730	162
731	373
732	0
733	373
734	417
735	32
736	432
737	0
738	162
739	72
740	33
741	30
742	33
743	421
744	33
745	395
746	373
747	33
748	33
749	32
750	220
751	314
752	394
753	0
754	0
755	33
756	126
757	309
758	33
759	239
760	33
761	33
762	0
763	33
764	13
765	132
766	13
767	162
768	373
769	68
770	382
771	27
772	34
773	373
774	421
775	0
776	33
777	0
778	105
779	137
780	33
781	0
782	33
783	105
784	373
785	105
786	82
787	373
788	68
789	373
790	395
791	13
792	33
793	416
794	421
795	33
796	0
797	68
798	0
799	33
800	0
801	33
802	33
803	33
804	88
805	314
806	208
807	13
808	68
809	373
810	208
811	33
812	373
813	352
814	373
815	0
816	33
817	0
818	0
819	68
820	11
821	68
822	33
823	0
824	314
825	33
826	13
827	13
828	248
829	13
830	33
831	373
832	61
833	13
834	11
835	314
836	132
837	33
838	11
839	314
840	453
841	335
842	363
843	33
844	33
845	27
846	150
847	359
848	32
849	33
850	33
851	327
852	33
853	33
854	11
855	30
856	61
857	0
858	11
859	0
860	68
861	33
862	247
863	13
864	140
865	314
866	0
867	27
868	373
869	79
870	373
871	394
872	144
873	33
874	421
875	373
876	421
877	373
878	0
879	422
880	0
881	281
882	13
883	373
884	373
885	325
886	33
887	33
888	13
889	391
890	33
891	373
892	422
893	33
894	0
895	373
896	314
897	0
898	0
899	0
900	309
901	421
902	137
903	13
904	373
905	11
906	33
907	13
908	74
909	26
910	162
911	373
912	0
913	33
914	278
915	441
916	0
917	373
918	139
919	373
920	394
921	11
922	162
923	373
924	132
925	11
926	33
927	373
928	0
929	309
930	0
931	33
932	162
933	312
934	33
935	79
936	0
937	291
938	164
939	45
940	0
941	328
942	242
943	292
944	13
945	341
946	68
947	13
948	13
949	373
950	314
951	11
952	441
953	0
954	351
955	13
956	13
957	422
958	0
959	376
960	309
961	33
962	373
963	373
964	373
965	0
966	33
967	0
968	13
969	105
970	0
971	414
972	33
973	381
974	162
975	13
976	0
977	373
978	13
979	335
980	373
981	314
982	175
983	33
984	170
985	26
986	20
987	436
988	309
989	373
990	33
991	13
992	33
993	86
994	27
995	13
996	13
997	373
998	125
999	137
1000	144
1001	33
1002	81
1003	181
1004	436
1005	33
1006	33
1007	373
1008	0
1009	32
1010	27
1011	441
1012	0
1013	0
1014	34
1015	0
1016	162
1017	373
1018	68
1019	0
1020	11
1021	256
1022	11
1023	373
1024	0
1025	11
1026	162
1027	13
1028	292
1029	30
1030	27
1031	257
1032	33
1033	32
1034	162
1035	314
1036	82
1037	33
1038	373
1039	189
1040	373
1041	33
1042	0
1043	32
1044	394
1045	0
1046	33
1047	33
1048	0
1049	373
1050	0
1051	309
1052	373
1053	162
1054	0
1055	373
1056	32
1057	33
1058	105
1059	33
1060	162
1061	33
1062	373
1063	414
1064	33
1065	162
1066	0
1067	378
1068	0
1069	373
1070	0
1071	373
1072	53
1073	0
1074	33
1075	0
1076	0
1077	33
1078	338
1079	33
1080	373
1081	33
1082	373
1083	0
1084	421
1085	33
1086	373
1087	414
1088	105
1089	314
1090	33
1091	33
1092	105
1093	0
1094	13
1095	105
1096	254
1097	306
1098	105
1099	0
1100	13
1101	33
1102	13
1103	11
1104	33
1105	33
1106	162
1107	314
1108	0
1109	373
1110	208
1111	292
1112	359
1113	373
1114	33
1115	421
1116	0
1117	309
1118	314
1119	373
1120	33
1121	162
1122	373
1123	33
1124	421
1125	162
1126	0
1127	0
1128	129
1129	436
1130	309
1131	13
1132	33
1133	0
